state/ut,PC,candidate_name,party,evm_votes,postal_votes,total_votes,percent_votes,rank,Status
Tamil Nadu,Karur,Ramachandran M,Independent,1466,0,1466,0.13,14,Lost
Tamil Nadu,Karur,Kanagaraj R T,Independent,1299,1,1300,0.12,15,Lost
Tamil Nadu,Karur,Noyyal Ramasamy M,Tamil Nadu Ilangyar Katchi,1258,6,1264,0.11,16,Lost
Tamil Nadu,Karur,Anbukani S,Independent,1139,6,1145,0.1,17,Lost
Tamil Nadu,Karur,Prabakaran T,Independent,1127,2,1129,0.1,18,Lost
Tamil Nadu,Karur,Muthukumar G,Independent,1045,0,1045,0.09,19,Lost
Tamil Nadu,Karur,Jothikumar J,Desiya Uzhavar Uzhaipalar Kazhagam,969,0,969,0.09,20,Lost
Tamil Nadu,Karur,Muthu K R P,Independent,920,0,920,0.08,21,Lost
Tamil Nadu,Karur,Pushpahenryraj S,Independent,884,3,887,0.08,22,Lost
Tamil Nadu,Karur,Saraswathi K,Indian New Congress Party,860,0,860,0.08,23,Lost
Tamil Nadu,Karur,Ulaganathan T,Independent,823,1,824,0.07,24,Lost
Tamil Nadu,Karur,Dasaprakash K,Independent,813,0,813,0.07,25,Lost
Tamil Nadu,Karur,Magudeeswaran K,Independent,720,0,720,0.07,26,Lost
Tamil Nadu,Karur,Ramamoorthy R,Ulzaipali Makkal Katchy,715,2,717,0.06,27,Lost
Tamil Nadu,Karur,Vigneshwaran P,Independent,697,3,700,0.06,28,Lost
Tamil Nadu,Karur,Selvaraj K,Independent,697,0,697,0.06,29,Lost
Tamil Nadu,Karur,Anbazhagan T,Independent,665,1,666,0.06,30,Lost
Tamil Nadu,Karur,Varadan M,Independent,639,0,639,0.06,31,Lost
Tamil Nadu,Karur,Palanivel P,Independent,548,1,549,0.05,32,Lost
Tamil Nadu,Karur,Ravi S P,Independent,511,1,512,0.05,33,Lost
Tamil Nadu,Karur,Prakash N,Independent,506,0,506,0.05,34,Lost
Tamil Nadu,Karur,Vinothkumar N,Independent,416,0,416,0.04,35,Lost
Tamil Nadu,Karur,Manoharan M,Anaithu Makkal Puratchi Katchi,413,1,414,0.04,36,Lost
Tamil Nadu,Karur,Joseph M A,Desiya Makkal Sakthi Katchi,398,0,398,0.04,37,Lost
Tamil Nadu,Karur,Nagajothi M,Independent,393,4,397,0.04,38,Lost
Tamil Nadu,Karur,Rajalingam M,Independent,396,1,397,0.04,39,Lost
Tamil Nadu,Karur,Sivakumar V,Independent,378,0,378,0.03,40,Lost
Tamil Nadu,Karur,Babu G,Independent,313,0,313,0.03,41,Lost
Tamil Nadu,Karur,Pitchaimuthu T,Independent,296,0,296,0.03,42,Lost
Tamil Nadu,Karur,Rajesh Kannan K,Independent,270,0,270,0.02,43,Lost
Tamil Nadu,Krishnagiri,Dr.A.CHELLAKUMAR,Indian National Congress,609396,1902,611298,52.64,1,Won
Tamil Nadu,Krishnagiri,K.P.MUNUSAMY,All India Anna Dravida Munnetra Kazhagam,453388,1145,454533,39.14,2,Lost
Tamil Nadu,Krishnagiri,MADHUSOODHANAN.N,Naam Tamilar Katchi,27757,243,28000,2.41,3,Lost
Tamil Nadu,Krishnagiri,NOTA,None of the Above,19731,94,19825,1.71,4,Lost
Tamil Nadu,Krishnagiri,SRI KARUNYA SUBRAHMANYAM,Makkal Needhi Maiam,16895,100,16995,1.46,5,Lost
Tamil Nadu,Krishnagiri,S.GANESA KUMAR,Independent,8850,17,8867,0.76,6,Lost
Tamil Nadu,Krishnagiri,N.SRINIVASA,Independent,5942,3,5945,0.51,7,Lost
Tamil Nadu,Krishnagiri,B.GOVINDAN,Independent,5387,3,5390,0.46,8,Lost
Tamil Nadu,Krishnagiri,M.MEENA,Independent,2572,12,2584,0.22,9,Lost
Tamil Nadu,Krishnagiri,NAGESH.L,Independent,1628,1,1629,0.14,10,Lost
Tamil Nadu,Krishnagiri,DEVAPPA.Y,Independent,1521,1,1522,0.13,11,Lost
Tamil Nadu,Krishnagiri,M.KUMARESAN,Independent,1251,8,1259,0.11,12,Lost
Tamil Nadu,Krishnagiri,K.KUPPAN,Independent,1064,14,1078,0.09,13,Lost
Tamil Nadu,Krishnagiri,T.V.S.GANDHI,Independent,924,10,934,0.08,14,Lost
Tamil Nadu,Krishnagiri,N.ASLAM RAHMAN SHERIFF,Independent,805,17,822,0.07,15,Lost
Tamil Nadu,Krishnagiri,AJAZ.S,Independent,682,6,688,0.06,16,Lost
Tamil Nadu,Madurai,VENKATESAN S,Communist Party of India  (Marxist),444152,2923,447075,44,1,Won
Tamil Nadu,Madurai,RAJ SATYEN V.V.R,All India Anna Dravida Munnetra Kazhagam,307033,647,307680,30.28,2,Lost
Tamil Nadu,Madurai,DAVID ANNADURAI K,Independent,85318,429,85747,8.44,3,Lost
Tamil Nadu,Madurai,ALAGAR M,Makkal Needhi Maiam,84842,206,85048,8.37,4,Lost
Tamil Nadu,Madurai,PANDIAMMAL J,Naam Tamilar Katchi,42721,180,42901,4.22,5,Lost
Tamil Nadu,Madurai,NOTA,None of the Above,16111,76,16187,1.59,6,Lost
Tamil Nadu,Madurai,SHOBANA S,Independent,3133,10,3143,0.31,7,Lost
Tamil Nadu,Madurai,DHAVAMANI A,Bahujan Samaj Party,2640,19,2659,0.26,8,Lost
Tamil Nadu,Madurai,ALAGAR P,Desiya Makkal Sakthi Katchi,2637,7,2644,0.26,9,Lost
Tamil Nadu,Madurai,PALPANDI M,Independent,2621,0,2621,0.26,10,Lost
Tamil Nadu,Madurai,PASUMPON PANDIAN S,Independent,2271,1,2272,0.22,11,Lost
Tamil Nadu,Madurai,GOPALAKRISHNAN M,Independent,1914,2,1916,0.19,12,Lost
Tamil Nadu,Madurai,DHARMAR P,Independent,1842,1,1843,0.18,13,Lost
Tamil Nadu,Madurai,VENKATESAN M,Independent,1772,1,1773,0.17,14,Lost
Tamil Nadu,Madurai,BRITTO JAI SINGH M,Independent,1503,1,1504,0.15,15,Lost
Tamil Nadu,Madurai,MOHAN N,Independent,1356,3,1359,0.13,16,Lost
Tamil Nadu,Madurai,NAGA JOTHI K,Independent,1000,0,1000,0.1,17,Lost
Tamil Nadu,Madurai,MAYALAGAN N,Tamil Nadu Ilangyar Katchi,952,3,955,0.09,18,Lost
Tamil Nadu,Madurai,BALACHANDRAN T,Independent,937,0,937,0.09,19,Lost
Tamil Nadu,Madurai,BOOMINATHAN K,Independent,918,2,920,0.09,20,Lost
Tamil Nadu,Madurai,RAMASAMY T,Independent,915,3,918,0.09,21,Lost
Tamil Nadu,Madurai,SHANMUGHAM V,Independent,855,0,855,0.08,22,Lost
Tamil Nadu,Madurai,BOOMI RAJAN K,Independent,788,2,790,0.08,23,Lost
Tamil Nadu,Madurai,ANNADURAI P,Independent,713,3,716,0.07,24,Lost
Tamil Nadu,Madurai,RAMESH K.K,Independent,707,0,707,0.07,25,Lost
Tamil Nadu,Madurai,VENKATESWARAN S,Independent,689,4,693,0.07,26,Lost
Tamil Nadu,Madurai,MUTHUKUMAR T,Independent,611,1,612,0.06,27,Lost
Tamil Nadu,Madurai,GOPALAKRISHNAN S,Independent,549,2,551,0.05,28,Lost
Tamil Nadu,Mayiladuthurai,RAMALINGAM. S,Dravida Munnetra Kazhagam,595845,3447,599292,54.62,1,Won
Tamil Nadu,Mayiladuthurai,ASAIMANI. S,All India Anna Dravida Munnetra Kazhagam,337448,530,337978,30.8,2,Lost
Tamil Nadu,Mayiladuthurai,SENTHAMIZHAN. S,Independent,68928,102,69030,6.29,3,Lost
Tamil Nadu,Mayiladuthurai,SUBHASHINI. K,Naam Tamilar Katchi,40929,127,41056,3.74,4,Lost
Tamil Nadu,Mayiladuthurai,REFAYUDEEN. M,Makkal Needhi Maiam,16954,51,17005,1.55,5,Lost
Tamil Nadu,Mayiladuthurai,NOTA,None of the Above,8191,40,8231,0.75,6,Lost
Tamil Nadu,Mayiladuthurai,SUBRAMANIAN. P,Independent,3192,0,3192,0.29,7,Lost
Tamil Nadu,Mayiladuthurai,KALYANA SUNDARAM. N,Bahujan Samaj Party,3173,10,3183,0.29,8,Lost
Tamil Nadu,Mayiladuthurai,SUGUMARAN. K,Independent,2473,0,2473,0.23,9,Lost
Tamil Nadu,Mayiladuthurai,SRINIVASAN. V,Independent,2158,0,2158,0.2,10,Lost
Tamil Nadu,Mayiladuthurai,VILVANATHAN. M,Independent,1608,0,1608,0.15,11,Lost
Tamil Nadu,Mayiladuthurai,RAJASEKAR. A,Independent,1335,2,1337,0.12,12,Lost
Tamil Nadu,Mayiladuthurai,DEVADOS. P,Independent,1303,0,1303,0.12,13,Lost
Tamil Nadu,Mayiladuthurai,THIRUGNANASAMBANDAM. D,Independent,1100,1,1101,0.1,14,Lost
Tamil Nadu,Mayiladuthurai,KAPPUR DHAKSHINAMOORTHY. M,Independent,1029,0,1029,0.09,15,Lost
Tamil Nadu,Mayiladuthurai,KRITHIVASAN. S,Independent,902,4,906,0.08,16,Lost
Tamil Nadu,Mayiladuthurai,HABEEB MOHAMED. U,All Pensioner‰Ûªs Party,892,0,892,0.08,17,Lost
Tamil Nadu,Mayiladuthurai,VANIDHAS. M,Independent,777,0,777,0.07,18,Lost
Tamil Nadu,Mayiladuthurai,SHANMUGAM. M,Independent,728,0,728,0.07,19,Lost
Tamil Nadu,Mayiladuthurai,ARAVAAZHI. K,Independent,609,2,611,0.06,20,Lost
Tamil Nadu,Mayiladuthurai,SAMIDURAI. E,Independent,601,2,603,0.05,21,Lost
Tamil Nadu,Mayiladuthurai,THIRUNAVUKKARASU. R,Independent,476,2,478,0.04,22,Lost
Tamil Nadu,Mayiladuthurai,KANNAPIRAN. M,Independent,465,0,465,0.04,23,Lost
Tamil Nadu,Mayiladuthurai,KANNAN. R,Independent,431,2,433,0.04,24,Lost
Tamil Nadu,Mayiladuthurai,RAJESH. P,Independent,415,0,415,0.04,25,Lost
Tamil Nadu,Mayiladuthurai,ABDUL BASEETH,Independent,368,3,371,0.03,26,Lost
Tamil Nadu,Mayiladuthurai,ANNADURAI. K,Independent,324,1,325,0.03,27,Lost
Tamil Nadu,Mayiladuthurai,RAJA. N,Independent,263,0,263,0.02,28,Lost
Tamil Nadu,Nagapattinam,SELVARAJ M,Communist Party of India,519596,3296,522892,52.17,1,Won
Tamil Nadu,Nagapattinam,SARAVANAN M,All India Anna Dravida Munnetra Kazhagam,311014,525,311539,31.09,2,Lost
Tamil Nadu,Nagapattinam,SENGODI T,Independent,70177,130,70307,7.02,3,Lost
Tamil Nadu,Nagapattinam,MALATHI P,Naam Tamilar Katchi,51207,241,51448,5.13,4,Lost
Tamil Nadu,Nagapattinam,GURUVIAH K,Makkal Needhi Maiam,14410,93,14503,1.45,5,Lost
Tamil Nadu,Nagapattinam,NOTA,None of the Above,9413,50,9463,0.94,6,Lost
Tamil Nadu,Nagapattinam,ANITHA V,Bahujan Samaj Party,5399,13,5412,0.54,7,Lost
Tamil Nadu,Nagapattinam,PREM S,Independent,3117,1,3118,0.31,8,Lost
Tamil Nadu,Nagapattinam,AMBIKAPATHI D,"Makkal Sananayaga Kudiyarasu Katchi,",2904,2,2906,0.29,9,Lost
Tamil Nadu,Nagapattinam,JAGADEESH J,Independent,2396,6,2402,0.24,10,Lost
Tamil Nadu,Nagapattinam,SAMBATHKUMAR A,Independent,2099,2,2101,0.21,11,Lost
Tamil Nadu,Nagapattinam,SAMPATH R,Independent,1684,2,1686,0.17,12,Lost
Tamil Nadu,Nagapattinam,SIVAKUMAR P,Independent,1268,0,1268,0.13,13,Lost
Tamil Nadu,Nagapattinam,JAYALAKSHMI,Tamil Nadu Ilangyar Katchi,1175,3,1178,0.12,14,Lost
Tamil Nadu,Nagapattinam,SOUNDARARAJAN M,Independent,1090,0,1090,0.11,15,Lost
Tamil Nadu,Nagapattinam,VEDARETHINAM G,Anti Corruption Dynamic Party,894,1,895,0.09,16,Lost
Tamil Nadu,Namakkal,CHINRAJ A.K.P,Dravida Munnetra Kazhagam,623370,2923,626293,55.24,1,Won
Tamil Nadu,Namakkal,KALIAPPAN P,All India Anna Dravida Munnetra Kazhagam,360541,601,361142,31.85,2,Lost
Tamil Nadu,Namakkal,BASKAR B,Naam Tamilar Katchi,38394,137,38531,3.4,3,Lost
Tamil Nadu,Namakkal,THANGAVELU R,Makkal Needhi Maiam,30842,105,30947,2.73,4,Lost
Tamil Nadu,Namakkal,SAMINATHAN P.P,Independent,23319,28,23347,2.06,5,Lost
Tamil Nadu,Namakkal,NOTA,None of the Above,15007,66,15073,1.33,6,Lost
Tamil Nadu,Namakkal,VINOTHKUMAR V,Independent,4853,4,4857,0.43,7,Lost
Tamil Nadu,Namakkal,SAKTHIYVEL N.K.S,Independent,4398,0,4398,0.39,8,Lost
Tamil Nadu,Namakkal,RAMAN V,Bahujan Samaj Party,3576,3,3579,0.32,9,Lost
Tamil Nadu,Namakkal,SARAVANAVEL R,Independent,2933,2,2935,0.26,10,Lost
Tamil Nadu,Namakkal,KALIAPPAN P,Independent,2632,0,2632,0.23,11,Lost
Tamil Nadu,Namakkal,SAKTHIVEL S,Independent,2543,1,2544,0.22,12,Lost
Tamil Nadu,Namakkal,NATARAJAN M,Independent,2360,2,2362,0.21,13,Lost
Tamil Nadu,Namakkal,VIJAYAKARTHIKEYAN B,Independent,2044,0,2044,0.18,14,Lost
Tamil Nadu,Namakkal,RAMASAMY N,Independent,1866,2,1868,0.16,15,Lost
Tamil Nadu,Namakkal,KALIYAPPAN K,Independent,1818,3,1821,0.16,16,Lost
Tamil Nadu,Namakkal,KALIAPPAN S,Independent,1177,0,1177,0.1,17,Lost
Tamil Nadu,Namakkal,MUTHUSAMY M.P.,Ganasangam Party of India,1011,0,1011,0.09,18,Lost
Tamil Nadu,Namakkal,RAMESH T,Ahimsa Socialist Party,967,5,972,0.09,19,Lost
Tamil Nadu,Namakkal,MANICKAM S,Ulzaipali Makkal Katchy,777,0,777,0.07,20,Lost
Tamil Nadu,Namakkal,ARUMUGAM V,Independent,762,0,762,0.07,21,Lost
Tamil Nadu,Namakkal,RAMASAMY P,Independent,726,0,726,0.06,22,Lost
Tamil Nadu,Namakkal,RAMESH T.R,Independent,683,0,683,0.06,23,Lost
Tamil Nadu,Namakkal,SENTHILMURUGAN S,Desiya Makkal Sakthi Katchi,642,2,644,0.06,24,Lost
Tamil Nadu,Namakkal,PRABHU K,Independent,587,0,587,0.05,25,Lost
Tamil Nadu,Namakkal,NALLATHAMBI P,Independent,526,0,526,0.05,26,Lost
Tamil Nadu,Namakkal,CHO V,Independent,459,0,459,0.04,27,Lost
Tamil Nadu,Namakkal,SELVARAJ K.R,Independent,448,0,448,0.04,28,Lost
Tamil Nadu,Namakkal,SIVARAJEE S,Independent,341,0,341,0.03,29,Lost
Tamil Nadu,Namakkal,SELLADURAI S,Independent,288,0,288,0.03,30,Lost
Tamil Nadu,Nilgiris,"RAJA, A.",Dravida Munnetra Kazhagam,545463,2369,547832,54.2,1,Won
Tamil Nadu,Nilgiris,"THIYAGARAJAN, M.",All India Anna Dravida Munnetra Kazhagam,341649,360,342009,33.84,2,Lost
Tamil Nadu,Nilgiris,"RAJENTHIRAN, N.",Makkal Needhi Maiam,41055,114,41169,4.07,3,Lost
Tamil Nadu,Nilgiris,"RAMASWAMY, M.",Independent,40392,27,40419,4,4,Lost
Tamil Nadu,Nilgiris,NOTA,None of the Above,18096,53,18149,1.8,5,Lost
Tamil Nadu,Nilgiris,"SUBRAMANI, M.",Independent,5219,10,5229,0.52,6,Lost
Tamil Nadu,Nilgiris,"RAJARATHINAM, M.",Independent,4746,1,4747,0.47,7,Lost
Tamil Nadu,Nilgiris,"ASHOK KUMAR, R.",Bahujan Samaj Party,4082,6,4088,0.4,8,Lost
Tamil Nadu,Nilgiris,"RAJA, K.",Independent,3254,3,3257,0.32,9,Lost
Tamil Nadu,Nilgiris,"NAGARAJAN, A.",Independent,2199,0,2199,0.22,10,Lost
Tamil Nadu,Nilgiris,"ARUMUKAM, P.",Independent,1619,2,1621,0.16,11,Lost
Tamil Nadu,Perambalur,"Dr.PAARIVENDHAR, T. R",Dravida Munnetra Kazhagam,677005,6692,683697,62,1,Won
Tamil Nadu,Perambalur,"SIVAPATHY, N.R",All India Anna Dravida Munnetra Kazhagam,279439,740,280179,25.41,2,Lost
Tamil Nadu,Perambalur,"SHANTHI, K.",Naam Tamilar Katchi,53229,316,53545,4.86,3,Lost
Tamil Nadu,Perambalur,"RAJASEKARAN, M.",Independent,45489,102,45591,4.13,4,Lost
Tamil Nadu,Perambalur,NOTA,None of the Above,11219,106,11325,1.03,5,Lost
Tamil Nadu,Perambalur,"MUTHULAKSHMI, R.",Bahujan Samaj Party,4560,26,4586,0.42,6,Lost
Tamil Nadu,Perambalur,"MURUGAN, P.",Independent,4311,2,4313,0.39,7,Lost
Tamil Nadu,Perambalur,"PACHAMUTHU, P.",Independent,3336,0,3336,0.3,8,Lost
Tamil Nadu,Perambalur,"VINCENT MELBONE, J.",Independent,3170,1,3171,0.29,9,Lost
Tamil Nadu,Perambalur,"RAJASEKARAN, T.",Independent,2455,0,2455,0.22,10,Lost
Tamil Nadu,Perambalur,"VINOTHKUMAR, S.",Tamil Nadu Ilangyar Katchi,1611,6,1617,0.15,11,Lost
Tamil Nadu,Perambalur,"SURESH, K.",Independent,1381,4,1385,0.13,12,Lost
Tamil Nadu,Perambalur,"Senthilvel, A.",Ulzaipali Makkal Katchy,1142,5,1147,0.1,13,Lost
Tamil Nadu,Perambalur,"UTHAMASELVAN, N.",Independent,983,0,983,0.09,14,Lost
Tamil Nadu,Perambalur,"ANNADURAI, V.",Independent,959,3,962,0.09,15,Lost
Tamil Nadu,Perambalur,"RAJASEKARAN, M.",Ezhuchi Tamilargal Munnetra Kazhagam,953,7,960,0.09,16,Lost
Tamil Nadu,Perambalur,"JAVEED HUSSAIN, T.",Independent,913,0,913,0.08,17,Lost
Tamil Nadu,Perambalur,"SABABATHI, S.",Independent,885,0,885,0.08,18,Lost
Tamil Nadu,Perambalur,"ANANDRAJ, B.",Independent,875,3,878,0.08,19,Lost
Tamil Nadu,Perambalur,"KARUPPAIYA, M.",Independent,839,0,839,0.08,20,Lost
Tamil Nadu,Pollachi,SHANMUGA SUNDARAM. K,Dravida Munnetra Kazhagam,550905,3325,554230,51.23,1,Won
Tamil Nadu,Pollachi,MAHENDRAN. C,All India Anna Dravida Munnetra Kazhagam,377546,801,378347,34.97,2,Lost
Tamil Nadu,Pollachi,MOOKAMBIKA. R,Makkal Needhi Maiam,59545,148,59693,5.52,3,Lost
Tamil Nadu,Pollachi,SANUJA. U,Naam Tamilar Katchi,31399,84,31483,2.91,4,Lost
Tamil Nadu,Pollachi,MUTHUKUMAR. S,Independent,26631,32,26663,2.46,5,Lost
Tamil Nadu,Pollachi,NOTA,None of the Above,15068,42,15110,1.4,6,Lost
Tamil Nadu,Pollachi,RAJENDHIRAN. R.G.,Independent,5245,2,5247,0.48,7,Lost
Tamil Nadu,Pollachi,GANESHA MOORTHY. A,Bahujan Samaj Party,3177,10,3187,0.29,8,Lost
Tamil Nadu,Pollachi,RAMASAMY. K,Independent,2734,3,2737,0.25,9,Lost
Tamil Nadu,Pollachi,SHANMUGA SUNDARAM. V,Independent,1271,2,1273,0.12,10,Lost
Tamil Nadu,Pollachi,MUTHUKUMAR. C,Independent,943,0,943,0.09,11,Lost
Tamil Nadu,Pollachi,ANSARI. S,Independent,908,0,908,0.08,12,Lost
Tamil Nadu,Pollachi,BALAJI. G,Independent,804,2,806,0.07,13,Lost
Tamil Nadu,Pollachi,SHANMUGA SUNDARAM. K.N.,Independent,711,3,714,0.07,14,Lost
Tamil Nadu,Pollachi,MANICKAVEL. C,Independent,533,1,534,0.05,15,Lost
Tamil Nadu,Ramanathapuram,K. NAVASKANI,Indian Union Muslim League,467585,2358,469943,44.08,1,Won
Tamil Nadu,Ramanathapuram,NAINAR NAGENTHRAN,Bharatiya Janata Party,341304,1517,342821,32.16,2,Lost
Tamil Nadu,Ramanathapuram,"V.D.N. ANANDH. B.E.,",Independent,141195,611,141806,13.3,3,Lost
Tamil Nadu,Ramanathapuram,T. BHUVANESWARI,Naam Tamilar Katchi,46125,260,46385,4.35,4,Lost
Tamil Nadu,Ramanathapuram,VIJAYA BASKAR,Makkal Needhi Maiam,14802,123,14925,1.4,5,Lost
Tamil Nadu,Ramanathapuram,NOTA,None of the Above,7536,59,7595,0.71,6,Lost
Tamil Nadu,Ramanathapuram,C. ANANTH,Independent,4714,7,4721,0.44,7,Lost
Tamil Nadu,Ramanathapuram,K. KURUNTHAPPAN,Independent,4595,1,4596,0.43,8,Lost
Tamil Nadu,Ramanathapuram,DEVA SITHAM. I,Independent,4178,21,4199,0.39,9,Lost
Tamil Nadu,Ramanathapuram,K. PANCHATCHARAM,Bahujan Samaj Party,3659,22,3681,0.35,10,Lost
Tamil Nadu,Ramanathapuram,RAJANIKANTH AGAMUDAIYAR,Independent,3536,14,3550,0.33,11,Lost
Tamil Nadu,Ramanathapuram,G. KESAV YADAV,Purvanchal Janta Party (Secular),2875,8,2883,0.27,12,Lost
Tamil Nadu,Ramanathapuram,JAWAHIRALI. H,Independent,2295,1,2296,0.22,13,Lost
Tamil Nadu,Ramanathapuram,KARUPPASAMY. N,Independent,2277,6,2283,0.21,14,Lost
Tamil Nadu,Ramanathapuram,P. LOGANATHAN,Pragatishil Samajwadi Party (Lohia),1872,5,1877,0.18,15,Lost
Tamil Nadu,Ramanathapuram,PRABHAKARAN. S,Independent,1798,0,1798,0.17,16,Lost
Tamil Nadu,Ramanathapuram,N. KATHIRAVAN,Independent,1789,0,1789,0.17,17,Lost
Tamil Nadu,Ramanathapuram,ANANDARAJ. M,Independent,1458,2,1460,0.14,18,Lost
Tamil Nadu,Ramanathapuram,S. MOHAMED ALI JINNAH,Independent,1459,1,1460,0.14,19,Lost
Tamil Nadu,Ramanathapuram,ASAN ALI. A,Independent,1440,3,1443,0.14,20,Lost
Tamil Nadu,Ramanathapuram,JEYAPANDIAN. R,Independent,1403,2,1405,0.13,21,Lost
Tamil Nadu,Ramanathapuram,V. VINAYAGAMOORTHY,Independent,1367,0,1367,0.13,22,Lost
Tamil Nadu,Ramanathapuram,B. KRISHNARAJA,Independent,979,1,980,0.09,23,Lost
Tamil Nadu,Ramanathapuram,ALLA PICHAI,Independent,883,0,883,0.08,24,Lost
Tamil Nadu,Salem,PARTHIBAN.S.R,Dravida Munnetra Kazhagam,602453,3849,606302,48.29,1,Won
Tamil Nadu,Salem,SARAVANAN.K.R.S,All India Anna Dravida Munnetra Kazhagam,458118,1258,459376,36.59,2,Lost
Tamil Nadu,Salem,PRABHU MANIKANDAN.M,Makkal Needhi Maiam,58472,190,58662,4.67,3,Lost
Tamil Nadu,Salem,SELVAM.S.K,Independent,52252,80,52332,4.17,4,Lost
Tamil Nadu,Salem,RASA.A,Naam Tamilar Katchi,33741,149,33890,2.7,5,Lost
Tamil Nadu,Salem,NOTA,None of the Above,16998,132,17130,1.36,6,Lost
Tamil Nadu,Salem,SILAMBARASAN.C,Tamil Nadu Ilangyar Katchi,4561,2,4563,0.36,7,Lost
Tamil Nadu,Salem,SIVARAMAN.S,Independent,4268,5,4273,0.34,8,Lost
Tamil Nadu,Salem,SADAIYAN.M,Bahujan Samaj Party,3528,15,3543,0.28,9,Lost
Tamil Nadu,Salem,MANIMARAN.C,Independent,1989,2,1991,0.16,10,Lost
Tamil Nadu,Salem,NATARAJAN.C,Independent,1678,1,1679,0.13,11,Lost
Tamil Nadu,Salem,RAVI.A,Independent,1554,2,1556,0.12,12,Lost
Tamil Nadu,Salem,MURTHY KAMARAJAR.M,Independent,1464,1,1465,0.12,13,Lost
Tamil Nadu,Salem,PRAVINA.G,Independent,1459,2,1461,0.12,14,Lost
Tamil Nadu,Salem,AHAMED SHAHJAHAN.M,Independent,1367,2,1369,0.11,15,Lost
Tamil Nadu,Salem,TAMILARASAN.T,Independent,1144,4,1148,0.09,16,Lost
Tamil Nadu,Salem,SURULIVEL.N.K,Independent,1101,1,1102,0.09,17,Lost
Tamil Nadu,Salem,MOHAN.P,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),776,1,777,0.06,18,Lost
Tamil Nadu,Salem,MADESWARAN.S,Independent,773,0,773,0.06,19,Lost
Tamil Nadu,Salem,KALAIMANNAN.C,Independent,635,1,636,0.05,20,Lost
Tamil Nadu,Salem,HARIHARAN.K,Independent,539,2,541,0.04,21,Lost
Tamil Nadu,Salem,RAJA.A,Independent,447,3,450,0.04,22,Lost
Tamil Nadu,Salem,RAMACHANDRAN.K.T,Independent,438,2,440,0.04,23,Lost
Tamil Nadu,Sivaganga,KARTI P CHIDAMBARAM,Indian National Congress,564002,2102,566104,52.2,1,Won
Tamil Nadu,Sivaganga,H.RAJA,Bharatiya Janata Party,233295,565,233860,21.56,2,Lost
Tamil Nadu,Sivaganga,V.PANDI,Independent,122325,209,122534,11.3,3,Lost
Tamil Nadu,Sivaganga,V.SAKTHI PRIYA,Naam Tamilar Katchi,71991,249,72240,6.66,4,Lost
Tamil Nadu,Sivaganga,KAVINGNAR SNEKAN,Makkal Needhi Maiam,22846,85,22931,2.11,5,Lost
Tamil Nadu,Sivaganga,P.RAJENDHIRAN,Independent,11159,8,11167,1.03,6,Lost
Tamil Nadu,Sivaganga,NOTA,None of the Above,9255,28,9283,0.86,7,Lost
Tamil Nadu,Sivaganga,SARAVANAN.K,Bahujan Samaj Party,5068,11,5079,0.47,8,Lost
Tamil Nadu,Sivaganga,SENTHIL KUMAR.C,Independent,4690,0,4690,0.43,9,Lost
Tamil Nadu,Sivaganga,SINGADURAI.R,Independent,3966,10,3976,0.37,10,Lost
Tamil Nadu,Sivaganga,K.CHELLAKKANNU,Independent,3951,1,3952,0.36,11,Lost
Tamil Nadu,Sivaganga,SENTHAMILSELVI.R,Independent,3449,4,3453,0.32,12,Lost
Tamil Nadu,Sivaganga,M.RAJA,Independent,2866,3,2869,0.26,13,Lost
Tamil Nadu,Sivaganga,A.VELLADURAI,Ezhuchi Tamilargal Munnetra Kazhagam,2552,1,2553,0.24,14,Lost
Tamil Nadu,Sivaganga,P.SELVARAJ,Independent,2483,2,2485,0.23,15,Lost
Tamil Nadu,Sivaganga,M.RAJASEKAR,Independent,2140,0,2140,0.2,16,Lost
Tamil Nadu,Sivaganga,C.SARAVANAN,Independent,2094,3,2097,0.19,17,Lost
Tamil Nadu,Sivaganga,L.KASINATHAN,Independent,1786,3,1789,0.16,18,Lost
Tamil Nadu,Sivaganga,M.MOHAMMED RABEEK,Independent,1441,0,1441,0.13,19,Lost
Tamil Nadu,Sivaganga,N.KARTHICK,Independent,1422,0,1422,0.13,20,Lost
Tamil Nadu,Sivaganga,R.NATARAJAN,Independent,1284,0,1284,0.12,21,Lost
Tamil Nadu,Sivaganga,ARIMALAM THIAGI.SUBRAMANIAN MUTHURAJA,Agila India Makkal Kazhagam,1275,8,1283,0.12,22,Lost
Tamil Nadu,Sivaganga,C.CHIDAMBARAM,Independent,1261,0,1261,0.12,23,Lost
Tamil Nadu,Sivaganga,M.CHINNAIAH,Independent,1248,0,1248,0.12,24,Lost
Tamil Nadu,Sivaganga,M.PRABHAKARAN,Tamil Nadu Ilangyar Katchi,1226,5,1231,0.11,25,Lost
Tamil Nadu,Sivaganga,A.ANTONY SESU RAJA,Independent,1187,4,1191,0.11,26,Lost
Tamil Nadu,Sivaganga,A.RADHA KRISHNAN,Independent,905,0,905,0.08,27,Lost
Tamil Nadu,Sriperumbudur,Baalu.T.R.,Dravida Munnetra Kazhagam,790750,2531,793281,56.39,1,Won
Tamil Nadu,Sriperumbudur,Vaithilingam A,Pattali Makkal Katchi,284673,653,285326,20.28,2,Lost
