state/ut,PC,candidate_name,party,evm_votes,postal_votes,total_votes,percent_votes,rank,Status
Haryana,Kurukshetra,SATISH KUMAR SINGAL,Independent,845,0,845,0.07,21,Lost
Haryana,Kurukshetra,RAM NARAYAN,Bhartiya Jan Samman Party,765,1,766,0.06,22,Lost
Haryana,Kurukshetra,SANDEEP KUMAR KAUSHIK,Rashtriya Lokswaraj Party,682,4,686,0.06,23,Lost
Haryana,Kurukshetra,RAJ KUMARI,Bharat Prabhat Party,506,1,507,0.04,24,Lost
Haryana,Kurukshetra,NITIN,Aapki Apni Party (Peoples),467,0,467,0.04,25,Lost
Haryana,Rohtak,ARVIND KUMAR SHARMA,Bharatiya Janata Party,566242,7603,573845,47.01,1,Won
Haryana,Rohtak,DEEPENDER SINGH HOODA,Indian National Congress,563606,2736,566342,46.4,2,Lost
Haryana,Rohtak,KISHAN LAL PANCHAL,Bahujan Samaj Party,38163,201,38364,3.14,3,Lost
Haryana,Rohtak,PRADEEP KUMAR DESWAL,Jannayak Janta Party,21050,161,21211,1.74,4,Lost
Haryana,Rohtak,DHARAMVIR,Indian National Lok Dal,7122,36,7158,0.59,5,Lost
Haryana,Rohtak,NOTA,None of the Above,2939,62,3001,0.25,6,Lost
Haryana,Rohtak,VINAY,Independent,2737,2,2739,0.22,7,Lost
Haryana,Rohtak,RAMBIR,Independent,2444,3,2447,0.2,8,Lost
Haryana,Rohtak,PARVEEN KUMAR,Independent,1099,2,1101,0.09,9,Lost
Haryana,Rohtak,JAIKARAN MANDAUTHI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1023,7,1030,0.08,10,Lost
Haryana,Rohtak,RAM KISHAN SAIN,Independent,761,6,767,0.06,11,Lost
Haryana,Rohtak,SATYAVIR SINGH,Independent,436,3,439,0.04,12,Lost
Haryana,Rohtak,SUKHBIR,Dalit Soshit Pichhara Varg  Adhikar Dal,416,6,422,0.03,13,Lost
Haryana,Rohtak,IMRAN,Bharat Prabhat Party,357,12,369,0.03,14,Lost
Haryana,Rohtak,Krishan,Independent,336,2,338,0.03,15,Lost
Haryana,Rohtak,MANJU DEVI,Pragatishil Samajwadi Party (Lohia),295,18,313,0.03,16,Lost
Haryana,Rohtak,INDERJEET,Independent,251,26,277,0.02,17,Lost
Haryana,Rohtak,Ashok Kumar,Independent,222,3,225,0.02,18,Lost
Haryana,Rohtak,RAJBIR,Aapki Apni Party (Peoples),175,8,183,0.01,19,Lost
Haryana,Sirsa,Sunita Duggal,Bharatiya Janata Party,712877,1474,714351,52.16,1,Won
Haryana,Sirsa,Ashok Tanwar,Indian National Congress,404099,334,404433,29.53,2,Lost
Haryana,Sirsa,Nirmal Singh Malri,Jannayak Janta Party,95792,122,95914,7,3,Lost
Haryana,Sirsa,Charanjeet Singh Rori,Indian National Lok Dal,87979,114,88093,6.43,4,Lost
Haryana,Sirsa,Janak Raj Atwal,Bahujan Samaj Party,25080,27,25107,1.83,5,Lost
Haryana,Sirsa,Rajender Sirsa,Independent,6447,1,6448,0.47,6,Lost
Haryana,Sirsa,NOTA,None of the Above,4319,20,4339,0.32,7,Lost
Haryana,Sirsa,Kashmir Chand Oad,Independent,4052,4,4056,0.3,8,Lost
Haryana,Sirsa,Vinod Kumar Sirkiband (Gihara),Independent,3839,0,3839,0.28,9,Lost
Haryana,Sirsa,Ankur Gill,Shivsena,3743,6,3749,0.27,10,Lost
Haryana,Sirsa,Dr. Rajesh Mehandia,Peoples Party of India (Democratic),3037,1,3038,0.22,11,Lost
Haryana,Sirsa,Surajmal Athwal,Independent,2403,0,2403,0.18,12,Lost
Haryana,Sirsa,Hira Singh Hanspur,Pragatishil Samajwadi Party (Lohia),1947,4,1951,0.14,13,Lost
Haryana,Sirsa,Angrej Singh Alahi,Rashtriya Lokswaraj Party,1933,5,1938,0.14,14,Lost
Haryana,Sirsa,Rajesh Chaubara,Revolutionary Marxist Party of India,1848,3,1851,0.14,15,Lost
Haryana,Sirsa,Deepak,Independent,1543,0,1543,0.11,16,Lost
Haryana,Sirsa,Jaswant,Bhartiya Shakti Chetna Party,1536,0,1536,0.11,17,Lost
Haryana,Sirsa,Brij Pal Balmiki,Bahujan Mukti Party,1514,0,1514,0.11,18,Lost
Haryana,Sirsa,Dalip Luna,Independent,1319,0,1319,0.1,19,Lost
Haryana,Sirsa,Surender Kumar,Independent,1186,0,1186,0.09,20,Lost
Haryana,Sirsa,Virender Singh,Independent,877,1,878,0.06,21,Lost
Haryana,Sonipat,RAMESH CHANDER KAUSHIK,Bharatiya Janata Party,583988,3676,587664,52.03,1,Won
Haryana,Sonipat,BHUPINDER SINGH HOODA,Indian National Congress,421229,1571,422800,37.43,2,Lost
Haryana,Sonipat,DIGVIJAY SINGH CHAUTALA,Jannayak Janta Party,50904,258,51162,4.53,3,Lost
Haryana,Sonipat,RAJ BALA SAINI,Loktanter Suraksha Party,34958,88,35046,3.1,4,Lost
Haryana,Sonipat,SURENDER KUMAR CHHIKARA,Indian National Lok Dal,9129,20,9149,0.81,5,Lost
Haryana,Sonipat,SATISH RAJ DESWAL,Independent,4899,27,4926,0.44,6,Lost
Haryana,Sonipat,NOTA,None of the Above,2416,48,2464,0.22,7,Lost
Haryana,Sonipat,ANIL KUMAR,Independent,1975,0,1975,0.17,8,Lost
Haryana,Sonipat,RAMDIYA,Samajik Nyaya Party,1709,0,1709,0.15,9,Lost
Haryana,Sonipat,MASTER RAMESH KHATRI LAMBARDAR,Independent,1701,0,1701,0.15,10,Lost
Haryana,Sonipat,SUDHIR KUMAR,Bharat Prabhat Party,1581,8,1589,0.14,11,Lost
Haryana,Sonipat,ASHWANI,Independent,1542,2,1544,0.14,12,Lost
Haryana,Sonipat,KARAN SINGH,Independent,1161,1,1162,0.1,13,Lost
Haryana,Sonipat,COMRADE BALBEER SINGH,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),866,5,871,0.08,14,Lost
Haryana,Sonipat,KUSUM PARASHAR,Mahila & Yuva Shakti Party,595,10,605,0.05,15,Lost
Haryana,Sonipat,SUKHMANDAR SINGH KHARB,Rashtriya Jatigat Aarakshan Virodhi Party,532,3,535,0.05,16,Lost
Haryana,Sonipat,MAHAVEER,Rashtriya Mazdoor Ekta Party,507,2,509,0.05,17,Lost
Haryana,Sonipat,DHARAMBIR,Independent,499,1,500,0.04,18,Lost
Haryana,Sonipat,RAJESH SHARMA,Pragatishil Samajwadi Party (Lohia),429,1,430,0.04,19,Lost
Haryana,Sonipat,MOHAN,All India Forward Bloc,391,1,392,0.03,20,Lost
Haryana,Sonipat,SATINDER RATHI,Independent,384,1,385,0.03,21,Lost
Haryana,Sonipat,DR. JAGBIR SINGH,Independent,377,6,383,0.03,22,Lost
Haryana,Sonipat,SANT DHARAMVEER CHOTIWALA,Bahujan Maha Party,335,22,357,0.03,23,Lost
Haryana,Sonipat,MANISH,Aapki Apni Party (Peoples),307,2,309,0.03,24,Lost
Haryana,Sonipat,RAVINDER KUMAR,Independent,290,0,290,0.03,25,Lost
Haryana,Sonipat,SHIYANAND TYAGI,Independent,257,2,259,0.02,26,Lost
Haryana,Sonipat,BIJENDER KUMAR,Independent,256,0,256,0.02,27,Lost
Haryana,Sonipat,BIJENDER,Independent,235,1,236,0.02,28,Lost
Haryana,Sonipat,JAI PRAKASH,Independent,196,0,196,0.02,29,Lost
Haryana,Sonipat,PARDEEP CHAHAL,Independent,128,0,128,0.01,30,Lost
Himachal Pradesh,Hamirpur,ANURAG SINGH THAKUR,Bharatiya Janata Party,668812,13880,682692,69.04,1,Won
Himachal Pradesh,Hamirpur,RAM LAL THAKUR,Indian National Congress,281000,2120,283120,28.63,2,Lost
Himachal Pradesh,Hamirpur,NOTA,None of the Above,7865,161,8026,0.81,3,Lost
Himachal Pradesh,Hamirpur,DESH RAJ,Bahujan Samaj Party,6974,121,7095,0.72,4,Lost
Himachal Pradesh,Hamirpur,KRISHAN GOPAL,Satya Bahumat Party,2264,55,2319,0.23,5,Lost
Himachal Pradesh,Hamirpur,RADHA KRISHAN NAROTRA,Independent,1413,7,1420,0.14,6,Lost
Himachal Pradesh,Hamirpur,VIKASH KUMAR,Independent,1394,10,1404,0.14,7,Lost
Himachal Pradesh,Hamirpur,TULSI RAM SHARMA,All India Forward Bloc,766,9,775,0.08,8,Lost
Himachal Pradesh,Hamirpur,PARVEEN THAKUR,Independent,695,4,699,0.07,9,Lost
Himachal Pradesh,Hamirpur,RAM SINGH SHUKLA,Bahujan Mukti Party,462,11,473,0.05,10,Lost
Himachal Pradesh,Hamirpur,ASHOK SHARMA,Independent,400,12,412,0.04,11,Lost
Himachal Pradesh,Hamirpur,ASHISH KUMAR,Independent,320,10,330,0.03,12,Lost
Himachal Pradesh,Kangra,Kishan Kapoor,Bharatiya Janata Party,712133,13085,725218,72.02,1,Won
Himachal Pradesh,Kangra,Pawan Kajal,Indian National Congress,245474,2121,247595,24.59,2,Lost
Himachal Pradesh,Kangra,NOTA,None of the Above,11195,132,11327,1.12,3,Lost
Himachal Pradesh,Kangra,Dr. Kehar Singh,Bahujan Samaj Party,8719,147,8866,0.88,4,Lost
Himachal Pradesh,Kangra,Dr. Sanjiv Guleria,Independent,4425,148,4573,0.45,5,Lost
Himachal Pradesh,Kangra,Prem Chand Vishvakarma,Navbharat Ekta Dal,2355,16,2371,0.24,6,Lost
Himachal Pradesh,Kangra,Bachan Singh Rana,Independent,2233,7,2240,0.22,7,Lost
Himachal Pradesh,Kangra,Nisha Katoch,Independent,1297,101,1398,0.14,8,Lost
Himachal Pradesh,Kangra,Subhash Chand,Himachal Jan Kranti Party,950,20,970,0.1,9,Lost
Himachal Pradesh,Kangra,Dr. Swaroop Singh Rana,Swabhiman Party,945,14,959,0.1,10,Lost
Himachal Pradesh,Kangra,Col. Narinder Pathania,Independent,861,47,908,0.09,11,Lost
Himachal Pradesh,Kangra,Chander Bhan (Baabla),Independent,555,9,564,0.06,12,Lost
Himachal Pradesh,Mandi,RAM SWAROOP SHARMA,Bharatiya Janata Party,638441,8748,647189,68.75,1,Won
Himachal Pradesh,Mandi,AASHRAY SHARMA,Indian National Congress,240184,1546,241730,25.68,2,Lost
Himachal Pradesh,Mandi,DALEEP SINGH KAITH,Communist Party of India  (Marxist),14742,96,14838,1.58,3,Lost
Himachal Pradesh,Mandi,SES RAM,Bahujan Samaj Party,9003,57,9060,0.96,4,Lost
Himachal Pradesh,Mandi,NOTA,None of the Above,5187,111,5298,0.56,5,Lost
Himachal Pradesh,Mandi,BRIJ GOPAL,Independent,4085,2,4087,0.43,6,Lost
Himachal Pradesh,Mandi,SUBHASH MOHAN SNEHI,Independent,3835,4,3839,0.41,7,Lost
Himachal Pradesh,Mandi,DEV RAJ BHARDWAJ,Independent,3653,0,3653,0.39,8,Lost
Himachal Pradesh,Mandi,GUMAN SINGH,Independent,2312,32,2344,0.25,9,Lost
Himachal Pradesh,Mandi,RAJENDER SURYAVANSHI,Ambedkarite Party of India,1865,8,1873,0.2,10,Lost
Himachal Pradesh,Mandi,DHARMENDER SINGH THAKUR,Independent,1856,4,1860,0.2,11,Lost
Himachal Pradesh,Mandi,COL. THAKUR SINGH,Independent,1584,12,1596,0.17,12,Lost
Himachal Pradesh,Mandi,KARTAR CHAND,Swabhiman Party,874,6,880,0.09,13,Lost
Himachal Pradesh,Mandi,GHANSHYAM CHAND THAKUR,Independent,773,2,775,0.08,14,Lost
Himachal Pradesh,Mandi,SHIV LAL THAKUR,Bhartiya Shakti Chetna Party,714,37,751,0.08,15,Lost
Himachal Pradesh,Mandi,MEHAR SINGH,Rashtriya Azad Manch,579,3,582,0.06,16,Lost
Himachal Pradesh,Mandi,KHEM CHAND,Peoples Party of India (Democratic),508,3,511,0.05,17,Lost
Himachal Pradesh,Mandi,CHANDERMANI,All India Forward Bloc,496,9,505,0.05,18,Lost
Himachal Pradesh,Shimla,SURESH KUMAR KASHYAP,Bharatiya Janata Party,601306,4877,606183,66.35,1,Won
Himachal Pradesh,Shimla,DHANI RAM SHANDIL,Indian National Congress,277647,1021,278668,30.5,2,Lost
Himachal Pradesh,Shimla,NOTA,None of the Above,8305,52,8357,0.91,3,Lost
Himachal Pradesh,Shimla,VIKRAM SINGH,Bahujan Samaj Party,7696,63,7759,0.85,4,Lost
Himachal Pradesh,Shimla,MANOJ RAGHUVANSHI,All India Forward Bloc,5806,11,5817,0.64,5,Lost
Himachal Pradesh,Shimla,RAVI KUMAR DALIT,Independent,3600,8,3608,0.39,6,Lost
Himachal Pradesh,Shimla,SHAMSHER SINGH,Rashtriya Azad Manch,3209,7,3216,0.35,7,Lost
Jammu & Kashmir,Anantnag,HASNAIN MASOODI,Jammu & Kashmir National Conference,39898,148,40180,32.17,1,Won
Jammu & Kashmir,Anantnag,GHULAM AHMAD MIR,Indian National Congress,32534,625,33504,26.83,2,Lost
Jammu & Kashmir,Anantnag,MEHBOOBA MUFTI,Jammu & Kashmir Peoples Democratic Party,30068,301,30524,24.44,3,Lost
Jammu & Kashmir,Anantnag,SOFI YOUSUF,Bharatiya Janata Party,2436,538,10225,8.19,4,Lost
Jammu & Kashmir,Anantnag,CH. ZAFFAR ALI,Jammu & Kashmir People Conference,1555,17,1646,1.32,5,Lost
Jammu & Kashmir,Anantnag,GH. MOHD. WANI,Independent,1350,4,1369,1.1,6,Lost
Jammu & Kashmir,Anantnag,NOTA,None of the Above,696,228,937,0.75,7,Lost
Jammu & Kashmir,Anantnag,KYASIR AHMAD SHEIKH,Independent,831,7,847,0.68,8,Lost
Jammu & Kashmir,Anantnag,ALI MOHAMMAD WANI,Independent,804,4,814,0.65,9,Lost
Jammu & Kashmir,Anantnag,SHAMS KHWAJA,Independent,759,1,760,0.61,10,Lost
Jammu & Kashmir,Anantnag,SANJAY KUMAR DHAR,Manvadhikar National Party,577,10,677,0.54,11,Lost
Jammu & Kashmir,Anantnag,MANZOOR AHMAD KHAN,Independent,591,7,604,0.48,12,Lost
Jammu & Kashmir,Anantnag,NISAR AHMAD WANI,Jammu & Kashmir National Panthers Party,544,19,589,0.47,13,Lost
Jammu & Kashmir,Anantnag,ZUBAIR MASOODI,Independent,533,11,547,0.44,14,Lost
Jammu & Kashmir,Anantnag,RIDWANA SANAM,Independent,403,33,455,0.36,15,Lost
Jammu & Kashmir,Anantnag,MIRZA SAJAD HUSSAIN BEIGH,Independent,419,4,425,0.34,16,Lost
Jammu & Kashmir,Anantnag,IMTIYAZ AHMAD RATHER,Independent,328,52,382,0.31,17,Lost
Jammu & Kashmir,Anantnag,SURINDER SINGH,Pragatishil Samajwadi Party (Lohia),173,32,217,0.17,18,Lost
Jammu & Kashmir,Anantnag,RIYAZ AHMAD BHAT,Independent,184,6,194,0.16,19,Lost
Jammu & Kashmir,Baramulla,MOHAMMAD AKBAR LONE,Jammu & Kashmir National Conference,132919,457,133426,29.29,1,Won
Jammu & Kashmir,Baramulla,RAJA AIJAZ ALI,Jammu & Kashmir People Conference,102477,141,103193,22.65,2,Lost
Jammu & Kashmir,Baramulla,ENGINEER RASHID,Independent,100667,1491,102168,22.43,3,Lost
Jammu & Kashmir,Baramulla,ABDUL QAYOOM WANI,Jammu & Kashmir Peoples Democratic Party,53300,223,53530,11.75,4,Lost
Jammu & Kashmir,Baramulla,HAJI FAROOQ AHMAD MIR,Indian National Congress,34193,292,34532,7.58,5,Lost
Jammu & Kashmir,Baramulla,NOTA,None of the Above,8055,58,8128,1.78,6,Lost
Jammu & Kashmir,Baramulla,MOHD MAQBOOL WAR,Bharatiya Janata Party,5500,581,7894,1.73,7,Lost
Jammu & Kashmir,Baramulla,SYED NAJEEB SHAH NAQVI,Independent,4945,19,4967,1.09,8,Lost
Jammu & Kashmir,Baramulla,JAHANGIR KHAN,Jammu & Kashmir National Panthers Party,4200,123,4329,0.95,9,Lost
Jammu & Kashmir,Baramulla,JAVID AHMAD QURESHI,Independent,3326,51,3383,0.74,10,Lost
Jammu & Kashmir,Jammu,Jugal Kishore,Bharatiya Janata Party,840214,17852,858066,58.02,1,Won
Jammu & Kashmir,Jammu,Raman Bhalla,Indian National Congress,551187,4004,555191,37.54,2,Lost
Jammu & Kashmir,Jammu,Badri Nath,Bahujan Samaj Party,14053,223,14276,0.97,3,Lost
Jammu & Kashmir,Jammu,Lal Singh,"Dogra Swabhiman Sangathan Party,",6849,690,7539,0.51,4,Lost
Jammu & Kashmir,Jammu,Prof. Bhim Singh,Jammu & Kashmir National Panthers Party,3705,311,4016,0.27,5,Lost
Jammu & Kashmir,Jammu,Javaid Ahmed,All India Forward Bloc,3833,33,3866,0.26,6,Lost
Jammu & Kashmir,Jammu,Subash Chander,Independent,3723,16,3739,0.25,7,Lost
Jammu & Kashmir,Jammu,Satish Poonchi,Independent,3036,41,3077,0.21,8,Lost
Jammu & Kashmir,Jammu,Er. Ghulam Mustafa Chowdhary,Independent,2738,7,2745,0.19,9,Lost
Jammu & Kashmir,Jammu,NOTA,None of the Above,2546,72,2618,0.18,10,Lost
Jammu & Kashmir,Jammu,Perseen Singh,Independent,2608,4,2612,0.18,11,Lost
Jammu & Kashmir,Jammu,Tarseem Lal Khullar,Independent,2369,15,2384,0.16,12,Lost
Jammu & Kashmir,Jammu,Balwan Singh,Independent,2182,12,2194,0.15,13,Lost
Jammu & Kashmir,Jammu,Anil Singh,Independent,2118,13,2131,0.14,14,Lost
Jammu & Kashmir,Jammu,Syed Aqib Hussain,Independent People‰Ûªs Party,1708,15,1723,0.12,15,Lost
Jammu & Kashmir,Jammu,Mohd Younis,Jammu & Kashmir Pir Panjal Awami Party,1584,28,1612,0.11,16,Lost
Jammu & Kashmir,Jammu,Syed Zeshan Haider,Independent,1565,17,1582,0.11,17,Lost
Jammu & Kashmir,Jammu,Sakander Ahmad Nourani,Independent,1410,18,1428,0.1,18,Lost
Jammu & Kashmir,Jammu,Sushil Kumar,Hindusthan Nirman Dal,1261,20,1281,0.09,19,Lost
Jammu & Kashmir,Jammu,Rajiv Chuni,Independent,1257,12,1269,0.09,20,Lost
Jammu & Kashmir,Jammu,Bahadur,Independent,1180,21,1201,0.08,21,Lost
Jammu & Kashmir,Jammu,Manish Sahni,Shivsena,1157,35,1192,0.08,22,Lost
Jammu & Kashmir,Jammu,Gursagar Singh,Navarang Congress Party,1086,17,1103,0.07,23,Lost
Jammu & Kashmir,Jammu,Shazad Shabnam,Independent,1006,3,1009,0.07,24,Lost
Jammu & Kashmir,Jammu,Ajay Kumar,Independent,915,26,941,0.06,25,Lost
Jammu & Kashmir,Ladakh,Jamyang Tsering Namgyal,Bharatiya Janata Party,41315,1599,42914,33.94,1,Won
Jammu & Kashmir,Ladakh,Sajjad Hussain,Independent,31552,432,31984,25.3,2,Lost
Jammu & Kashmir,Ladakh,Asgar Ali Karbalai,Independent,29069,296,29365,23.23,3,Lost
Jammu & Kashmir,Ladakh,Rigzin Spalbar,Indian National Congress,20447,794,21241,16.8,4,Lost
Jammu & Kashmir,Ladakh,NOTA,None of the Above,910,12,922,0.73,5,Lost
Jammu & Kashmir,Srinagar,Farooq Abdullah,Jammu & Kashmir National Conference,106456,154,106750,57.14,1,Won
Jammu & Kashmir,Srinagar,Aga Syed Mohsin,Peoples Democratic Party,36609,80,36700,19.64,2,Lost
Jammu & Kashmir,Srinagar,Irfan Raza Ansari,Jammu & Kashmir People Conference,28668,28,28773,15.4,3,Lost
Jammu & Kashmir,Srinagar,Sheikh Khalid Jehangir,Bharatiya Janata Party,1962,85,4631,2.48,4,Lost
Jammu & Kashmir,Srinagar,Bilal Sultan,Independent,1623,5,1630,0.87,5,Lost
Jammu & Kashmir,Srinagar,NOTA,None of the Above,1478,75,1566,0.84,6,Lost
Jammu & Kashmir,Srinagar,Abdul Rashid Banday,Independent,1524,12,1537,0.82,7,Lost
Jammu & Kashmir,Srinagar,Nazir Ahmad Sofi,Manvadhikar National Party,1502,3,1507,0.81,8,Lost
Jammu & Kashmir,Srinagar,Showkat Hussain Khan,Janata Dal  (United),1245,4,1250,0.67,9,Lost
Jammu & Kashmir,Srinagar,Abdual Rashid Ganie,Jammu & Kashmir National Panthers Party,776,9,791,0.42,10,Lost
Jammu & Kashmir,Srinagar,Sajjad Ahmad Dar,Independent,610,3,613,0.33,11,Lost
Jammu & Kashmir,Srinagar,Abdul Khaliq Bhat,Shivsena,574,2,578,0.31,12,Lost
Jammu & Kashmir,Srinagar,Nazir Ahmad Lone,Rashtriya Jankranti Party,500,6,506,0.27,13,Lost
Jammu & Kashmir,Udhampur,DR. JITENDRA SINGH,Bharatiya Janata Party,715406,8905,724311,61.38,1,Won
Jammu & Kashmir,Udhampur,VIKRAMADITYA SINGH,Indian National Congress,366123,936,367059,31.1,2,Lost
Jammu & Kashmir,Udhampur,HARSH DEV SINGH,Jammu & Kashmir National Panthers Party,24135,184,24319,2.06,3,Lost
Jammu & Kashmir,Udhampur,LAL SINGH,"Dogra Swabhiman Sangathan Party,",18476,573,19049,1.61,4,Lost
Jammu & Kashmir,Udhampur,TILAK RAJ BHAGAT,Bahujan Samaj Party,16442,159,16601,1.41,5,Lost
Jammu & Kashmir,Udhampur,NOTA,None of the Above,7506,62,7568,0.64,6,Lost
Jammu & Kashmir,Udhampur,FIRDOUS AHMED BAWANI,Independent,5540,3,5543,0.47,7,Lost
Jammu & Kashmir,Udhampur,GARIB SINGH,Independent,4957,27,4984,0.42,8,Lost
Jammu & Kashmir,Udhampur,SHABER AHMED,Independent,4425,17,4442,0.38,9,Lost
Jammu & Kashmir,Udhampur,MOHD AYUB,Navarang Congress Party,1615,58,1673,0.14,10,Lost
Jammu & Kashmir,Udhampur,MEENAKSHI,Shivsena,1574,86,1660,0.14,11,Lost
Jammu & Kashmir,Udhampur,RAKESH MUDGAL,Independent,1600,7,1607,0.14,12,Lost
Jammu & Kashmir,Udhampur,BANSI LAL,Independent,1296,11,1307,0.11,13,Lost
Jharkhand,Chatra,SUNIL KUMAR SINGH,Bharatiya Janata Party,526205,1872,528077,57.03,1,Won
Jharkhand,Chatra,MANOJ KUMAR YADAV,Indian National Congress,149254,952,150206,16.22,2,Lost
Jharkhand,Chatra,SUBHASH PRASAD YADAV,Rashtriya Janata Dal,82991,434,83425,9.01,3,Lost
Jharkhand,Chatra,ARJUN KUMAR,Communist Party of India,22558,19,22577,2.44,4,Lost
Jharkhand,Chatra,NAGESHWAR GANJHU,Bahujan Samaj Party,18797,91,18888,2.04,5,Lost
Jharkhand,Chatra,NANDLAL PRASAD,Independent,15855,4,15859,1.71,6,Lost
Jharkhand,Chatra,JAIDULA ANSARI,Independent,13090,0,13090,1.41,7,Lost
Jharkhand,Chatra,RAJENDRA SAHU,Independent,11148,76,11224,1.21,8,Lost
Jharkhand,Chatra,NOTA,None of the Above,8264,48,8312,0.9,9,Lost
Jharkhand,Chatra,BAGENDRA RAM,Independent,8252,4,8256,0.89,10,Lost
Jharkhand,Chatra,ARUN KUMAR YADAV,Independent,7224,3,7227,0.78,11,Lost
Jharkhand,Chatra,DULESHWAR SAW,Independent,6361,1,6362,0.69,12,Lost
Jharkhand,Chatra,RAMESHI RAM,Independent,6087,2,6089,0.66,13,Lost
Jharkhand,Chatra,ASHUTOSH KUMAR,Purvanchal Janta Party (Secular),4483,0,4483,0.48,14,Lost
Jharkhand,Chatra,NANDLAL PRASAD KESHARI,Independent,4107,4,4111,0.44,15,Lost
Jharkhand,Chatra,YOGENDRA YADAV,Independent,3887,0,3887,0.42,16,Lost
Jharkhand,Chatra,DHANANJAY KUMAR,Independent,3855,1,3856,0.42,17,Lost
Jharkhand,Chatra,SAGAR RAM,Akhil Bharat Hindu Mahasabha,3844,1,3845,0.42,18,Lost
Jharkhand,Chatra,AYUB KHAN,Independent,3825,3,3828,0.41,19,Lost
Jharkhand,Chatra,BHAGALPURI YADAV,Independent,3732,0,3732,0.4,20,Lost
Jharkhand,Chatra,PRAMOD TOPPO,Independent,3250,38,3288,0.36,21,Lost
Jharkhand,Chatra,ABDUL RAJAK ANSARI,Independent,3217,1,3218,0.35,22,Lost
Jharkhand,Chatra,SHAUKAT ALI,Independent,2987,1,2988,0.32,23,Lost
Jharkhand,Chatra,PANKAJ RANJAN,Jharkhand People's Party,2752,9,2761,0.3,24,Lost
Jharkhand,Chatra,RAMANAND DAS,Bhartiya Sarvodaya Party,2698,3,2701,0.29,25,Lost
Jharkhand,Chatra,MANOJ KUMAR PANDEY,Independent,2048,4,2052,0.22,26,Lost
Jharkhand,Chatra,PAWAN KUMAR,Independent,1590,5,1595,0.17,27,Lost
Jharkhand,Dhanbad,PASHUPATI NATH SINGH,Bharatiya Janata Party,824704,2530,827234,66.03,1,Won
Jharkhand,Dhanbad,KIRTI AZAD,Indian National Congress,340141,899,341040,27.22,2,Lost
Jharkhand,Dhanbad,RAJESH KUMAR SINGH,Independent,11110,0,11110,0.89,3,Lost
Jharkhand,Dhanbad,LAKSHMI DEVI,Independent,10876,0,10876,0.87,4,Lost
Jharkhand,Dhanbad,SIDDHARTH GAUTAM,Independent,9470,22,9492,0.76,5,Lost
Jharkhand,Dhanbad,MADHVI SINGH,All India Trinamool Congress,8208,27,8235,0.66,6,Lost
Jharkhand,Dhanbad,SUDHIR KUMAR MAHATO,Bahujan Mukti Party,7447,48,7495,0.6,7,Lost
Jharkhand,Dhanbad,NOTA,None of the Above,4303,43,4346,0.35,8,Lost
Jharkhand,Dhanbad,MEGHNATH RAWANI,Bahujan Samaj Party,4207,34,4241,0.34,9,Lost
Jharkhand,Dhanbad,BAMAPADA BAURI,Independent,4127,8,4135,0.33,10,Lost
Jharkhand,Dhanbad,VARUN KUMAR,Independent,4024,2,4026,0.32,11,Lost
Jharkhand,Dhanbad,SANJAY PASWAN,Independent,3761,1,3762,0.3,12,Lost
Jharkhand,Dhanbad,MIHIR CHANDRA MAHATO,Ambedkarite Party of India,2994,10,3004,0.24,13,Lost
Jharkhand,Dhanbad,DEEPAK KUMAR DAS,Peoples Party of India (Democratic),2183,11,2194,0.18,14,Lost
Jharkhand,Dhanbad,PREM PRAKASH PASWAN,Independent,2115,2,2117,0.17,15,Lost
Jharkhand,Dhanbad,UMESH PASWAN,Independent,1967,0,1967,0.16,16,Lost
Jharkhand,Dhanbad,RAM LAL MAHTO,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1730,11,1741,0.14,17,Lost
Jharkhand,Dhanbad,HEERA LAL SHANKHAVAR,All India Forward Bloc,1681,3,1684,0.13,18,Lost
Jharkhand,Dhanbad,MANTOSH KUMAR MANDAL,Amra Bangalee,1631,4,1635,0.13,19,Lost
Jharkhand,Dhanbad,MERAJ KHAN,Samajwadi Party,1446,7,1453,0.12,20,Lost
Jharkhand,Dhanbad,K.C.SINGH RAJ,Independent,1026,4,1030,0.08,21,Lost
Jharkhand,Dumka,SUNIL SOREN,Bharatiya Janata Party,483748,1175,484923,47.26,1,Won
Jharkhand,Dumka,SHIBU SOREN,Jharkhand Mukti Morcha,436158,1175,437333,42.63,2,Lost
Jharkhand,Dumka,DR. SHRILAL KISKU,Independent,16562,0,16562,1.61,3,Lost
Jharkhand,Dumka,SENAPATI MURMU,Communist Party of India,16150,7,16157,1.57,4,Lost
Jharkhand,Dumka,NOTA,None of the Above,14365,31,14396,1.4,5,Lost
Jharkhand,Dumka,ARJUN PUJHAR,All India Trinamool Congress,13084,20,13104,1.28,6,Lost
Jharkhand,Dumka,SAMUEL TUDU,Independent,12609,0,12609,1.23,7,Lost
Jharkhand,Dumka,RAJESH BESRA,Independent,5882,0,5882,0.57,8,Lost
Jharkhand,Dumka,THAKUROON SOREN,Independent,5569,2,5571,0.54,9,Lost
Jharkhand,Dumka,RASKA SOREN,Independent,5135,0,5135,0.5,10,Lost
Jharkhand,Dumka,STEPHAN BESRA,Bahujan Samaj Party,3262,11,3273,0.32,11,Lost
